GENEID	GeneSymbol	log2FoldChange	adj_pvalue	pvalue	Comparison
ENSMUSG00000024764	Naa40	-0.0823167868712756	0.8883562118225063	0.38834556879869764	Infected_vs_Non_Infected
ENSMUSG00000024766	Lipo1	0.10714789740596961	1	0.47843024477856877	Infected_vs_Non_Infected
ENSMUSG00000024767	Otub1	-0.1663260980481741	0.3966312080034639	0.07480772487491374	Infected_vs_Non_Infected
ENSMUSG00000024769	Cdc42bpg	0.12109604277122897	0.6101262837135937	0.2825471606727328	Infected_vs_Non_Infected
ENSMUSG00000024771	Lipk	0.09855398976695529	1	0.8527252407027144	Infected_vs_Non_Infected
ENSMUSG00000024772	Ehd1	-0.07275101206346568	0.8859111866744731	0.6840219212812573	Infected_vs_Non_Infected
ENSMUSG00000024773	Atg2a	-0.11104015470915125	0.7817046374639305	0.546666679342086	Infected_vs_Non_Infected
ENSMUSG00000024774	Ankrd22	-0.20099812363484074	1	0.32087963467950636	Infected_vs_Non_Infected
ENSMUSG00000024776	Stambpl1	0.12212117842895213	0.9041594577536376	0.41401847525795654	Infected_vs_Non_Infected
ENSMUSG00000024777	Ppp2r5b	-0.2074137908495019	0.5969773868627876	0.19620094349031497	Infected_vs_Non_Infected
ENSMUSG00000024778	Fas	0.3661937607873347	0.44179523894610895	0.0338014102276862	Infected_vs_Non_Infected
ENSMUSG00000024780	Cdc37l1	-0.23583077980774983	0.306761504370134	0.038067877839711016	Infected_vs_Non_Infected
ENSMUSG00000024781	Lipa	-0.1495529863157193	0.7953952056450333	0.44000721253166114	Infected_vs_Non_Infected
ENSMUSG00000024782	Ak3	-0.23802632217544287	0.2745044879385145	0.03168840806984147	Infected_vs_Non_Infected
ENSMUSG00000024784	Gpha2	1.3819577097394806	1	0.5989415328582297	Infected_vs_Non_Infected
ENSMUSG00000024785	Rcl1	0.11948909796389824	1	0.7243979409134579	Infected_vs_Non_Infected
ENSMUSG00000024786	1700123I01Rik	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000024787	Snx15	-0.5737766224893263	0.15169628965811563	0.005492152234475056	Infected_vs_Non_Infected
ENSMUSG00000024789	Jak2	0.09841556110530542	0.8080736242424011	0.4711000374146912	Infected_vs_Non_Infected
ENSMUSG00000024790	Sac3d1	-0.17568069381595666	1	0.6415353302289966	Infected_vs_Non_Infected
ENSMUSG00000024791	Cdca5	0.21188765709739085	1	0.6734288697317072	Infected_vs_Non_Infected
ENSMUSG00000024792	Zfpl1	-0.16898320473818426	1	0.3322319712884258	Infected_vs_Non_Infected
ENSMUSG00000024793	Tnfrsf25	-0.2653133840324047	1	0.6762442406502992	Infected_vs_Non_Infected
ENSMUSG00000024795	Kif20b	0.37815784087900006	0.7483687292691272	0.10672499137726908	Infected_vs_Non_Infected
ENSMUSG00000024797	Vps51	-0.31686465115876694	0.29834109771937	0.03666367431990343	Infected_vs_Non_Infected
ENSMUSG00000024798	Htr7	-0.2574628087286435	1	0.9066597491238406	Infected_vs_Non_Infected
ENSMUSG00000024799	Tm7sf2	-0.11742575211903471	1	0.5649019081214044	Infected_vs_Non_Infected
ENSMUSG00000024800	Rpp30	0.37111467889267075	0.8778974767991263	0.17572809266940037	Infected_vs_Non_Infected
ENSMUSG00000024805	Pcgf5	0.3089474672576344	0.7592558046830441	0.10716747000401582	Infected_vs_Non_Infected
ENSMUSG00000024806	Mlana	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000024807	Syvn1	5.171306955147101e-4	1	0.9978061915877774	Infected_vs_Non_Infected
ENSMUSG00000024810	Il33	-0.060520104251948474	0.9065517683034748	0.919516740793582	Infected_vs_Non_Infected
ENSMUSG00000024811	Tnks2	0.1476349905618326	0.44832572782750707	0.12216774276562073	Infected_vs_Non_Infected
ENSMUSG00000024812	Tjp2	0.028634315578440518	0.9214459157835821	0.7927454765014088	Infected_vs_Non_Infected
ENSMUSG00000024816	Frmd8	-0.1756292443324429	0.9489070176812828	0.2266514289323338	Infected_vs_Non_Infected
ENSMUSG00000024817	Uhrf2	0.0016166994044724988	0.8779024415943191	0.9880969424170559	Infected_vs_Non_Infected
ENSMUSG00000024818	Slc25a45	0.5962297370574764	0.8339628795117338	0.02656910276837573	Infected_vs_Non_Infected
ENSMUSG00000024824	Rad9a	0.03675364521242327	1	0.8919679916079534	Infected_vs_Non_Infected
ENSMUSG00000024826	Dpf2	0.03952875214669014	0.9071835900730941	0.6908052654864847	Infected_vs_Non_Infected
ENSMUSG00000024827	Gldc	0.013653137013139194	1	0.9177813996754309	Infected_vs_Non_Infected
ENSMUSG00000024829	Mrpl21	0.1272721667572608	0.6650485264281135	0.2718092041222108	Infected_vs_Non_Infected
ENSMUSG00000024830	Rps6kb2	0.09123948611697033	1	0.5685726391574933	Infected_vs_Non_Infected
ENSMUSG00000024831	Ighmbp2	-0.10476858325568802	1	0.6302729106374181	Infected_vs_Non_Infected
ENSMUSG00000024833	Pola2	-0.051007996223895576	1	0.7071575080837387	Infected_vs_Non_Infected
ENSMUSG00000024835	Coro1b	-0.0654833144469401	0.828480081900164	0.6646152474353003	Infected_vs_Non_Infected
ENSMUSG00000024841	Eif1ad	-0.23504288900015977	0.22955627118004446	0.017933137919987494	Infected_vs_Non_Infected
ENSMUSG00000024842	Cabp4	2.9358475545593112	1	0.27998542298252416	Infected_vs_Non_Infected
ENSMUSG00000024843	Chka	0.06483704155433677	0.9703103783951269	0.8481269206229555	Infected_vs_Non_Infected
ENSMUSG00000024844	Banf1	-0.05910158261746579	1	0.6585475082485237	Infected_vs_Non_Infected
ENSMUSG00000024845	Tmem134	-0.12122211264399944	1	0.33494583393088384	Infected_vs_Non_Infected
ENSMUSG00000024847	Aip	-0.14691123890835767	1	0.2938384497231011	Infected_vs_Non_Infected
ENSMUSG00000024851	Pitpnm1	-0.12941414308197993	0.687425228459322	0.29912920970168716	Infected_vs_Non_Infected
ENSMUSG00000024853	Sf3b2	-0.14672331876334205	0.41468907822217765	0.07964466047927235	Infected_vs_Non_Infected
ENSMUSG00000024854	Pold4	-0.24186827361208138	0.8404975344359026	0.2550781665583936	Infected_vs_Non_Infected
ENSMUSG00000024855	Pacs1	0.2576309317267662	1	0.30800773094447986	Infected_vs_Non_Infected
ENSMUSG00000024856	Cdk2ap2	-0.256260027150904	0.8366768305770652	0.20204502585540424	Infected_vs_Non_Infected
ENSMUSG00000024858	Adrbk1	-0.05055534718359201	0.8934970808009751	0.708033881719307	Infected_vs_Non_Infected
ENSMUSG00000024862	Klc2	0.31011072779103105	0.9140237469752668	0.36885804909707715	Infected_vs_Non_Infected
ENSMUSG00000024863	Mbl2	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000024866	Acy3	0.1884253169399479	0.9907751491567675	0.45777209086785475	Infected_vs_Non_Infected
ENSMUSG00000024867	Pip5k1b	-0.03699223930051565	0.946167446736697	0.7938331638447812	Infected_vs_Non_Infected
ENSMUSG00000024868	Dkk1	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000024869	Nudt8	-0.053992886062085584	1	0.7872098755713033	Infected_vs_Non_Infected
ENSMUSG00000024870	Rab1b	-0.08800651543496978	0.8421138088556539	0.3947524095120856	Infected_vs_Non_Infected
ENSMUSG00000024871	Doc2g	-0.46862261969789626	1	0.550826216594021	Infected_vs_Non_Infected
ENSMUSG00000024873	Cnih2	-0.09282977065721706	1	0.96641004716516	Infected_vs_Non_Infected
ENSMUSG00000024875	Yif1a	0.0031970304951080704	1	0.9823444392959633	Infected_vs_Non_Infected
ENSMUSG00000024878	Cbwd1	-0.0492397682337689	1	0.7484588515239782	Infected_vs_Non_Infected
ENSMUSG00000024883	Rin1	-0.043013986899773246	1	0.7770202158367787	Infected_vs_Non_Infected
ENSMUSG00000024885	Aldh3b1	-0.07366295647485056	1	0.8485254221803065	Infected_vs_Non_Infected
ENSMUSG00000024887	Asah2	0.4027700748478436	0.4000599732382517	0.07595082725130615	Infected_vs_Non_Infected
ENSMUSG00000024889	Rce1	0.00734774755595449	1	0.9716899746660488	Infected_vs_Non_Infected
ENSMUSG00000024891	Slc29a2	-0.16551522946972166	1	0.868741197862863	Infected_vs_Non_Infected
ENSMUSG00000024892	Pcx	-0.24773505438738552	0.365842851722008	0.06157753326744802	Infected_vs_Non_Infected
ENSMUSG00000024896	Minpp1	0.08392464964430457	0.7922400118191877	0.45055401115098337	Infected_vs_Non_Infected
ENSMUSG00000024897	Apba1	0.05913758229459702	1	0.7928490758226159	Infected_vs_Non_Infected
ENSMUSG00000024899	Papss2	0.005345818947242531	0.9083286133405644	0.967710755007916	Infected_vs_Non_Infected
ENSMUSG00000024900	Cpt1a	0.14971293962267165	0.3321915337827967	0.049553459988559305	Infected_vs_Non_Infected
ENSMUSG00000024901	Peli3	1.1595979891588077	1	0.30939200218341795	Infected_vs_Non_Infected
ENSMUSG00000024902	Mrpl11	-0.06966664107301683	1	0.6029736292084473	Infected_vs_Non_Infected
ENSMUSG00000024903	Lao1	0.76555733014075	1	0.8193696077051069	Infected_vs_Non_Infected
ENSMUSG00000024905	Mtl5	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000024906	Mus81	0.17760266970726016	1	0.5441488556536456	Infected_vs_Non_Infected
ENSMUSG00000024907	Gal	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000024908	Ppp6r3	0.008892677267105655	1	0.9293446934797641	Infected_vs_Non_Infected
ENSMUSG00000024909	Efemp2	0.1008580977041006	1	0.6067893462665248	Infected_vs_Non_Infected
ENSMUSG00000024910	Ctsw	3.5679737430183653	1	0.005881824692044759	Infected_vs_Non_Infected
ENSMUSG00000024911	Fibp	0.05549009394296204	1	0.7415715968565896	Infected_vs_Non_Infected
ENSMUSG00000024912	Fosl1	0.5621152767242027	0.7962850594961921	0.1661558014331683	Infected_vs_Non_Infected
ENSMUSG00000024913	Lrp5	-0.04574646258982145	0.8897782697844935	0.7240837609683889	Infected_vs_Non_Infected
ENSMUSG00000024914	Drap1	-0.32080831285957173	0.030505851131697605	5.154592885033059e-4	Infected_vs_Non_Infected
ENSMUSG00000024921	Smarca2	0.12635534318242433	0.5175375853357251	0.1489844408357967	Infected_vs_Non_Infected
ENSMUSG00000024922	Ovol1	-0.3171113567796987	0.5160651592113166	0.1440289339805041	Infected_vs_Non_Infected
ENSMUSG00000024924	Vldlr	0.3355153706830542	0.16890456394669057	0.01197292852143768	Infected_vs_Non_Infected
ENSMUSG00000024925	Rnaseh2c	-0.37317990688524816	0.3038124121356441	0.014273350828947243	Infected_vs_Non_Infected
ENSMUSG00000024926	Kat5	-0.15762875664994547	0.9271847782449464	0.2911192725714952	Infected_vs_Non_Infected
ENSMUSG00000024927	Rela	0.06704998287734419	0.8818980331120106	0.5745038418260964	Infected_vs_Non_Infected
ENSMUSG00000024935	Slc1a1	-0.4220986785664874	1	0.7294825620254419	Infected_vs_Non_Infected
ENSMUSG00000024936	Kcnk7	-1.1624249974276297	1	0.49336512380462666	Infected_vs_Non_Infected
ENSMUSG00000024937	Ehbp1l1	-0.3424542874246941	0.5752149717052352	0.1980160463028469	Infected_vs_Non_Infected
ENSMUSG00000024939	Fam89b	-0.2238863421279847	0.8566216817408947	0.2681839402049634	Infected_vs_Non_Infected
ENSMUSG00000024940	Ltbp3	0.20317357606659772	0.9385769382302506	0.2287478024858068	Infected_vs_Non_Infected
ENSMUSG00000024941	Scyl1	-0.09616369958863873	0.7315740289328743	0.3348449639975495	Infected_vs_Non_Infected
ENSMUSG00000024942	Capn1	-0.07158112854219863	0.8773005097775521	0.6256117177480227	Infected_vs_Non_Infected
ENSMUSG00000024943	Smc5	0.09170756057796778	0.7778773662654029	0.4361538653467972	Infected_vs_Non_Infected
ENSMUSG00000024944	Arl2	-0.29089595959795456	0.5969773868627876	0.10101224459220481	Infected_vs_Non_Infected
ENSMUSG00000024947	Men1	0.1982671695699632	0.47750686451978946	0.11392219002770317	Infected_vs_Non_Infected
ENSMUSG00000024948	Map4k2	-0.009344742382954309	1	0.9682899069548535	Infected_vs_Non_Infected
ENSMUSG00000024949	Sf1	-0.08119398045711017	0.6211276067703065	0.2970064559226377	Infected_vs_Non_Infected
ENSMUSG00000024952	Rps6ka4	0.02647121129836289	1	0.8359999442248156	Infected_vs_Non_Infected
ENSMUSG00000024953	Prdx5	-0.10432879806492405	0.828480081900164	0.3702386316071542	Infected_vs_Non_Infected
ENSMUSG00000024955	Esrra	-0.17023130548333093	0.5928194774395792	0.2548087763934277	Infected_vs_Non_Infected
ENSMUSG00000024957	Kcnk4	-1.1099193785326944	1	0.7405881384782772	Infected_vs_Non_Infected
ENSMUSG00000024958	Gpr137	-0.09818020661159775	1	0.5211131189079773	Infected_vs_Non_Infected
ENSMUSG00000024959	Bad	-0.25701191522250605	0.1577187901276308	0.010431016252766545	Infected_vs_Non_Infected
ENSMUSG00000024960	Plcb3	0.020637516592116843	0.9271847782449464	0.8405810468379268	Infected_vs_Non_Infected
ENSMUSG00000024962	Vegfb	0.04683930165860143	1	0.9241057614459236	Infected_vs_Non_Infected
ENSMUSG00000024963	Dnajc4	-0.4579994335444199	0.1702539997528755	0.004058801956970033	Infected_vs_Non_Infected
ENSMUSG00000024965	Fermt3	0.17534260555702616	1	0.48097248302172113	Infected_vs_Non_Infected
ENSMUSG00000024966	Stip1	-0.2934812358204954	0.4730943762524569	0.11956985284365139	Infected_vs_Non_Infected
ENSMUSG00000024968	Rcor2	0.21631041135277929	1	0.8199877244273299	Infected_vs_Non_Infected
ENSMUSG00000024969	Mark2	-0.020010003716722343	0.9575945904094784	0.8811048213826468	Infected_vs_Non_Infected
ENSMUSG00000024970	AI846148	-0.09038160863433754	1	0.5934905690558585	Infected_vs_Non_Infected
ENSMUSG00000024972	Lgals12	-0.09283323474101471	0.7602769623911714	0.6075511538255184	Infected_vs_Non_Infected
ENSMUSG00000024973	Hrasls5	-1.6444959340958798	1	0.3185709876123265	Infected_vs_Non_Infected
ENSMUSG00000024974	Smc3	-0.001675284148733214	1	0.987693626088244	Infected_vs_Non_Infected
ENSMUSG00000024975	Pdcd4	-0.20159615000314113	0.3201512083090688	0.05603411019163345	Infected_vs_Non_Infected
ENSMUSG00000024976	Shoc2	-0.0668159141982595	0.8389433832445305	0.5670909036626817	Infected_vs_Non_Infected
ENSMUSG00000024978	Gpam	0.04944448417616568	1	0.8707049739013102	Infected_vs_Non_Infected
ENSMUSG00000024979	Tectb	-1.1714598621846377	1	0.6982526738094699	Infected_vs_Non_Infected
ENSMUSG00000024981	Acsl5	-0.04973194454840279	0.866201894190696	0.5947372607275421	Infected_vs_Non_Infected
ENSMUSG00000024982	Zdhhc6	-0.023000346053754495	0.9583155597178404	0.8629505704266699	Infected_vs_Non_Infected
ENSMUSG00000024983	Vti1a	0.05001317466286769	0.9037511324945637	0.7183998189165359	Infected_vs_Non_Infected
ENSMUSG00000024985	Tcf7l2	0.31686622112651397	0.047439497912163155	0.0012900865716680672	Infected_vs_Non_Infected
ENSMUSG00000024986	Hhex	0.04281045160431146	1	0.8733750874638662	Infected_vs_Non_Infected
ENSMUSG00000024987	Cyp26a1	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000024989	Cep55	0.061761287592217023	1	0.8828611901339398	Infected_vs_Non_Infected
ENSMUSG00000024990	Rbp4	-0.23084710405289674	1	0.4984365498911149	Infected_vs_Non_Infected
ENSMUSG00000024991	Eif3a	-0.08122677466253218	0.7661881178072978	0.5307690445367224	Infected_vs_Non_Infected
ENSMUSG00000024993	Fam45a	0.03967340716575832	0.9152066830509259	0.7746852386085881	Infected_vs_Non_Infected
ENSMUSG00000024997	Prdx3	0.022502583552061806	0.9645256034445037	0.8360104176383552	Infected_vs_Non_Infected
ENSMUSG00000024998	Plce1	-0.07867580707042486	0.7816742685409209	0.5446225756688183	Infected_vs_Non_Infected
ENSMUSG00000024999	Noc3l	-0.039117268575685885	1	0.8700427471043893	Infected_vs_Non_Infected
ENSMUSG00000025001	Hells	0.06546132420030863	1	0.8463222913502854	Infected_vs_Non_Infected
ENSMUSG00000025002	Cyp2c55	-0.8733758198520682	0.7401978898279917	0.09445128175684975	Infected_vs_Non_Infected
ENSMUSG00000025006	Sorbs1	-0.23421518732196758	0.5892293798580933	0.1906758295522939	Infected_vs_Non_Infected
ENSMUSG00000025007	Aldh18a1	0.29579498518969444	0.6199150881018686	0.2309954976528534	Infected_vs_Non_Infected
ENSMUSG00000025008	Tctn3	-0.13262342731084467	1	0.7028243899647955	Infected_vs_Non_Infected
ENSMUSG00000025010	Ccnj	0.25292916433166307	0.9036806368090696	0.20084586226566092	Infected_vs_Non_Infected
ENSMUSG00000025016	Tm9sf3	-0.15056893162808643	0.736089647183173	0.3512893696771466	Infected_vs_Non_Infected
ENSMUSG00000025017	Pik3ap1	-0.03170271854141226	1	0.9200014791339585	Infected_vs_Non_Infected
ENSMUSG00000025019	Lcor	-0.16636109906841007	0.49917751231177837	0.13931066641920736	Infected_vs_Non_Infected
ENSMUSG00000025020	Slit1	-0.967758495582756	1	0.5622126924151472	Infected_vs_Non_Infected
ENSMUSG00000025024	Smndc1	-0.13066055584672978	0.5905810098337347	0.17498945932405022	Infected_vs_Non_Infected
ENSMUSG00000025025	Mxi1	-0.20638793327873542	0.6200687456089929	0.2198557381007869	Infected_vs_Non_Infected
ENSMUSG00000025026	Add3	-0.2242479007811281	0.34277673355337157	0.06952293772713761	Infected_vs_Non_Infected
ENSMUSG00000025027	Xpnpep1	-0.11848711334766153	0.5651863901334622	0.23241694023682705	Infected_vs_Non_Infected
ENSMUSG00000025034	Trim8	-0.1926411000425032	0.4364570914177423	0.11473217490524332	Infected_vs_Non_Infected
ENSMUSG00000025035	Arl3	-0.16815536773752515	1	0.4221350357764363	Infected_vs_Non_Infected
ENSMUSG00000025036	Sfxn2	0.43825016304705144	0.7422922536591925	0.06363872463665744	Infected_vs_Non_Infected
ENSMUSG00000025037	Maoa	0.5656407622817992	0.7495442194155505	0.0661026881941495	Infected_vs_Non_Infected
ENSMUSG00000025038	Efhc2	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000025040	Fundc1	-0.3965875632964659	0.055362837836413846	9.230314415467959e-4	Infected_vs_Non_Infected
ENSMUSG00000025041	Nt5c2	-0.01580048205053721	0.9669831593682988	0.9014998075583264	Infected_vs_Non_Infected
ENSMUSG00000025044	Msr1	0.32204268630039423	1	0.46322771164859805	Infected_vs_Non_Infected
ENSMUSG00000025047	Pdcd11	0.11617287591015049	0.8157292528338691	0.49828097314729863	Infected_vs_Non_Infected
ENSMUSG00000025049	Taf5	-0.05814546150398406	1	0.789659342038596	Infected_vs_Non_Infected
ENSMUSG00000025050	Pcgf6	-0.09931532055156958	1	0.7052438598083346	Infected_vs_Non_Infected
ENSMUSG00000025058	5430427O19Rik	1.0792305587532824	1	0.14471175383838136	Infected_vs_Non_Infected
ENSMUSG00000025059	Gyk	0.12150150201148009	0.7158987676444953	0.23504770276467424	Infected_vs_Non_Infected
ENSMUSG00000025060	Slk	-8.784174555153116e-4	0.9267078284193604	0.9918420347796127	Infected_vs_Non_Infected
ENSMUSG00000025064	Col17a1	0.18848868232687493	1	0.9551635720284316	Infected_vs_Non_Infected
ENSMUSG00000025066	Sfr1	0.006189812416289529	1	0.9594687149119216	Infected_vs_Non_Infected
ENSMUSG00000025068	Gsto1	-0.23499167392795714	0.4691137669579466	0.1354357219069341	Infected_vs_Non_Infected
ENSMUSG00000025069	Gsto2	-0.20432594138309226	1	0.4537234825327963	Infected_vs_Non_Infected
ENSMUSG00000025075	Habp2	-0.09030426595037849	1	0.8023418541780336	Infected_vs_Non_Infected
ENSMUSG00000025076	Casp7	0.14881019014414254	0.7962850594961921	0.4954980293714416	Infected_vs_Non_Infected
ENSMUSG00000025077	Dclre1a	0.06701389540608826	1	0.665661370496903	Infected_vs_Non_Infected
ENSMUSG00000025078	Nhlrc2	-0.1629809761741687	0.5564888941399911	0.1624864901841459	Infected_vs_Non_Infected
ENSMUSG00000025081	Tdrd1	-1.066019279190187	1	0.378683292521543	Infected_vs_Non_Infected
ENSMUSG00000025083	Afap1l2	0.07130222658315374	1	0.7515926221773778	Infected_vs_Non_Infected
ENSMUSG00000025085	Ablim1	-0.05608224444133523	0.7831368409222401	0.5489876344366501	Infected_vs_Non_Infected
ENSMUSG00000025086	Trub1	-0.20663898059251676	1	0.584493468547644	Infected_vs_Non_Infected
ENSMUSG00000025089	Gfra1	-2.079182521441207	1	0.10072994015176481	Infected_vs_Non_Infected
ENSMUSG00000025091	Pnliprp2	-0.3904969890988817	1	1	Infected_vs_Non_Infected
ENSMUSG00000025092	Hspa12a	0.5920977198775846	0.8175460802108379	0.1408513993254643	Infected_vs_Non_Infected
ENSMUSG00000025094	Slc18a2	0.029148914239337784	1	0.9623402426611782	Infected_vs_Non_Infected
ENSMUSG00000025102	3110040N11Rik	-0.1582714759126232	0.9558185030382362	0.30462469761289834	Infected_vs_Non_Infected
ENSMUSG00000025103	Btbd1	0.05035039734331427	0.9559955168138464	0.7463539603081464	Infected_vs_Non_Infected
ENSMUSG00000025104	Hdgfrp3	0.4633339639708464	0.8833720984424477	0.1145032638391183	Infected_vs_Non_Infected
ENSMUSG00000025127	Gcgr	-0.1583526267693396	1	0.8717564103464358	Infected_vs_Non_Infected
ENSMUSG00000025128	Bhlhe22	-0.8089985337751309	1	0.6460146897229778	Infected_vs_Non_Infected
ENSMUSG00000025129	Ppp1r27	0.18848868232687527	1	0.9551635720284315	Infected_vs_Non_Infected
ENSMUSG00000025130	P4hb	-0.277024727090122	0.34582122222574313	0.057317722495951746	Infected_vs_Non_Infected
ENSMUSG00000025132	Arhgdia	-0.01733664832486507	0.9713830339321835	0.8664340228237088	Infected_vs_Non_Infected
ENSMUSG00000025133	Ints4	0.07350701544043552	0.8430216176267239	0.4918899548207629	Infected_vs_Non_Infected
ENSMUSG00000025134	Alyref	0.1389504737547529	0.7926031757162593	0.2605001356477529	Infected_vs_Non_Infected
ENSMUSG00000025135	Anapc11	-0.10254801463359323	1	0.4617037355097488	Infected_vs_Non_Infected
ENSMUSG00000025137	Pcyt2	0.007248558794539624	1	0.9630557323344113	Infected_vs_Non_Infected
ENSMUSG00000025138	Sirt7	-0.1373621996921265	0.6475732263280984	0.3854141596574225	Infected_vs_Non_Infected
ENSMUSG00000025139	Tollip	0.009863424553956368	0.9332307657371688	0.9320183217503063	Infected_vs_Non_Infected
ENSMUSG00000025140	Pycr1	0.33814532659362234	1	0.5182130111899801	Infected_vs_Non_Infected
ENSMUSG00000025142	Aspscr1	-0.05139421308188229	0.8818980331120106	0.6735847342343833	Infected_vs_Non_Infected
ENSMUSG00000025144	Stra13	-0.03729060805805397	1	0.859568860716019	Infected_vs_Non_Infected
ENSMUSG00000025145	Lrrc45	-0.2829879358809225	0.21940632340527697	0.018501362542950754	Infected_vs_Non_Infected
ENSMUSG00000025147	Mob2	-0.19272688350663836	0.5191026528628567	0.14689342339463765	Infected_vs_Non_Infected
ENSMUSG00000025150	Cbr2	-0.7220361119810561	1	0.47659710834305835	Infected_vs_Non_Infected
ENSMUSG00000025151	Maged1	0.3412336372046199	0.7183445780130415	0.09143028016327207	Infected_vs_Non_Infected
ENSMUSG00000025153	Fasn	-0.06345287583425054	0.7958827714529095	0.5845913866907617	Infected_vs_Non_Infected
ENSMUSG00000025154	Arhgap19	0.5942738079258507	0.6485298127603382	0.03254450336843045	Infected_vs_Non_Infected
ENSMUSG00000025155	Dus1l	-0.10410269782095835	0.7602769623911714	0.39735131092048737	Infected_vs_Non_Infected
ENSMUSG00000025156	Gps1	0.03645502170505345	0.9150314849158032	0.7726452578875974	Infected_vs_Non_Infected
ENSMUSG00000025157	Zdhhc16	-0.23782683198193844	0.5879130520344944	0.09697846362134666	Infected_vs_Non_Infected
ENSMUSG00000025158	Rfng	0.16722392682411608	1	0.3640913045220574	Infected_vs_Non_Infected
ENSMUSG00000025159	Mms19	0.20200832688429662	0.9143300296512042	0.2108826767734243	Infected_vs_Non_Infected
ENSMUSG00000025161	Slc16a3	-1.1305095615665417	0.5083405591945344	0.05148404676210619	Infected_vs_Non_Infected
ENSMUSG00000025162	Csnk1d	0.06473100647228901	0.7373646394463776	0.45480537664785176	Infected_vs_Non_Infected
ENSMUSG00000025163	Cd7	-0.47322298847067773	1	0.7668553090320855	Infected_vs_Non_Infected
ENSMUSG00000025165	Sectm1a	0.43991418841686764	0.6082975454584444	0.0580178307379357	Infected_vs_Non_Infected
ENSMUSG00000025169	Ogfod3	-0.08986434592337433	1	0.5828247426481465	Infected_vs_Non_Infected
ENSMUSG00000025170	Rab40b	-0.3313023586399267	1	0.6138783854651391	Infected_vs_Non_Infected
ENSMUSG00000025171	Ubtd1	-0.06618966852515445	1	0.7512096006281743	Infected_vs_Non_Infected
ENSMUSG00000025173	Wdr45b	-0.028041279843759717	0.9332679111494013	0.8038211072840246	Infected_vs_Non_Infected
ENSMUSG00000025175	Fn3k	-1.262841745074397	1	0.25598865542377763	Infected_vs_Non_Infected
ENSMUSG00000025176	Hoga1	1.2440142806258239	1	0.2081714241916823	Infected_vs_Non_Infected
ENSMUSG00000025178	Pi4k2a	-0.05161488706594704	0.8859111866744731	0.6832475035451855	Infected_vs_Non_Infected
ENSMUSG00000025184	R3hcc1l	0.07804835860032804	0.8820779873919428	0.5748998911608545	Infected_vs_Non_Infected
ENSMUSG00000025185	Loxl4	0.4100519251602275	1	0.3682035269134715	Infected_vs_Non_Infected
ENSMUSG00000025188	Hps1	0.12000556378393744	1	0.4004111925866679	Infected_vs_Non_Infected
ENSMUSG00000025189	Cnnm1	-0.5328507307188188	1	0.8737141898416301	Infected_vs_Non_Infected
ENSMUSG00000025190	Got1	0.06771289904998404	0.8623186733029052	0.6370452590557398	Infected_vs_Non_Infected
ENSMUSG00000025192	Entpd7	-0.20455796153203806	0.5040410535473254	0.1301228481114956	Infected_vs_Non_Infected
ENSMUSG00000025193	Cutc	0.07606711245117495	1	0.7293476739313547	Infected_vs_Non_Infected
ENSMUSG00000025194	Abcc2	2.8458418069035285	1	0.24454530209195943	Infected_vs_Non_Infected
ENSMUSG00000025195	Dnmbp	0.044352915197808374	0.906327351458473	0.7463110814182302	Infected_vs_Non_Infected
ENSMUSG00000025196	Cpn1	0.29236224618920187	1	0.5279142382216135	Infected_vs_Non_Infected
ENSMUSG00000025197	Cyp2c44	-0.04763866716009665	1	0.902219751797853	Infected_vs_Non_Infected
ENSMUSG00000025198	Erlin1	-0.010648253479850333	0.9832800060317174	0.9327861433385815	Infected_vs_Non_Infected
ENSMUSG00000025199	Chuk	-0.01498462378839227	0.9064305101266227	0.9181761126705635	Infected_vs_Non_Infected
ENSMUSG00000025200	Cwf19l1	0.015873104675645535	1	0.9486720081168407	Infected_vs_Non_Infected
ENSMUSG00000025201	Bloc1s2-ps	0.002754658594970216	1	0.9966464033133831	Infected_vs_Non_Infected
ENSMUSG00000025202	Scd3	0.3334317536751361	1	0.9014268243314548	Infected_vs_Non_Infected
ENSMUSG00000025203	Scd2	0.15953246848187877	0.7535074913105315	0.5910554239283176	Infected_vs_Non_Infected
ENSMUSG00000025204	Ndufb8	-0.3456875911877546	0.12004905724049085	0.007244555051571792	Infected_vs_Non_Infected
ENSMUSG00000025207	Sema4g	0.5065129049018393	0.7267485903184474	0.08945955036357378	Infected_vs_Non_Infected
ENSMUSG00000025208	Mrpl43	-0.38680674958837075	0.015514110036607355	1.5623889972890946e-4	Infected_vs_Non_Infected
ENSMUSG00000025209	Peo1	0.3003763025607447	0.814084923117394	0.1762145022807327	Infected_vs_Non_Infected
