GENEID	GeneSymbol	log2FoldChange	adj_pvalue	pvalue	Comparison
ENSMUSG00000005312	Ubqln1	-0.0786102698648222	0.8190046325782159	0.5416683080200269	Infected_vs_Non_Infected
ENSMUSG00000005320	Fgfr4	0.519749725627696	1	0.4240183650801783	Infected_vs_Non_Infected
ENSMUSG00000005338	Cadm3	0.1389802702693462	1	0.6962551998232156	Infected_vs_Non_Infected
ENSMUSG00000005339	Fcer1a	-0.4941927632996104	1	0.7206875511284685	Infected_vs_Non_Infected
ENSMUSG00000005354	Txn2	-0.0957051762657069	0.7035842122773208	0.3059917761289531	Infected_vs_Non_Infected
ENSMUSG00000005357	Slc1a6	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000005360	Slc1a3	0.33208284633434826	1	0.47338546838917417	Infected_vs_Non_Infected
ENSMUSG00000005362	Crbn	-0.0068592791467499015	1	0.9470225794854406	Infected_vs_Non_Infected
ENSMUSG00000005370	Msh6	0.048465446245341895	0.8807360787179022	0.6238041232346887	Infected_vs_Non_Infected
ENSMUSG00000005371	Fbxo11	-0.09818177275836446	0.6506539663604792	0.2606571775274645	Infected_vs_Non_Infected
ENSMUSG00000005373	Mlxipl	1.452419457016034	1	0.374586858030593	Infected_vs_Non_Infected
ENSMUSG00000005374	Tbl2	0.12428136938091375	1	0.49248270253610266	Infected_vs_Non_Infected
ENSMUSG00000005378	Wbscr22	0.08212341404610045	1	0.6266764474197957	Infected_vs_Non_Infected
ENSMUSG00000005397	Nid1	0.0705566818898623	0.8356354602826724	0.6348466150323471	Infected_vs_Non_Infected
ENSMUSG00000005410	Mcm5	0.3409778307386176	0.9152066830509472	0.2696518918539933	Infected_vs_Non_Infected
ENSMUSG00000005413	Hmox1	-0.14503082933957495	0.7938719751289407	0.4551546405601726	Infected_vs_Non_Infected
ENSMUSG00000005417	Mprip	0.00841345397344699	0.9071835901121371	0.9237841724639066	Infected_vs_Non_Infected
ENSMUSG00000005442	Cic	0.13909843989178702	0.40997110539735876	0.09887567608448303	Infected_vs_Non_Infected
ENSMUSG00000005447	Pafah1b3	-0.20110008762180626	0.616533044036474	0.21071326709535693	Infected_vs_Non_Infected
ENSMUSG00000005465	Il27ra	0.6246363827055226	1	0.4905826291023485	Infected_vs_Non_Infected
ENSMUSG00000005469	Prkaca	-0.03999405359059279	0.897914227648137	0.7197818944683452	Infected_vs_Non_Infected
ENSMUSG00000005470	Asf1b	0.21685487564063727	1	0.6628808942575166	Infected_vs_Non_Infected
ENSMUSG00000005481	Ddx39	-0.007048234912131083	0.9884715334862051	0.9477796740215344	Infected_vs_Non_Infected
ENSMUSG00000005483	Dnajb1	-0.39138090519723456	0.08226713019568836	0.003380044093328752	Infected_vs_Non_Infected
ENSMUSG00000005493	Msh4	1.3200908505873012	1	0.43181317334528596	Infected_vs_Non_Infected
ENSMUSG00000005501	Usp40	0.10657445249266304	0.6522824413591837	0.393800178504361	Infected_vs_Non_Infected
ENSMUSG00000005505	Kbtbd4	0.007456726705889619	1	0.9479305681666794	Infected_vs_Non_Infected
ENSMUSG00000005506	Celf1	0.015304229306630753	1	0.8549266951105126	Infected_vs_Non_Infected
ENSMUSG00000005510	Ndufs3	-0.1256059554475913	0.5585899818379887	0.263699836189123	Infected_vs_Non_Infected
ENSMUSG00000005514	Por	-0.0782402039533829	0.8088722302601961	0.4978958184183785	Infected_vs_Non_Infected
ENSMUSG00000005533	Igf1r	0.09365956337505792	1	0.6640299083911146	Infected_vs_Non_Infected
ENSMUSG00000005534	Insr	-0.05442642677870296	0.8686288268600589	0.6336237463197105	Infected_vs_Non_Infected
ENSMUSG00000005540	Fcer2a	-0.22999912851291662	1	0.9276711116385337	Infected_vs_Non_Infected
ENSMUSG00000005547	Cyp2a5	1.523350880893649	1	0.6485704414787455	Infected_vs_Non_Infected
ENSMUSG00000005553	Atp4a	0.03500886675814216	0.9046713997369176	0.9451940971445372	Infected_vs_Non_Infected
ENSMUSG00000005566	Trim28	-0.24684262898180337	0.2692738623200591	0.037535666448062416	Infected_vs_Non_Infected
ENSMUSG00000005575	Ube2m	-0.027115250810934605	0.9655256404005197	0.8258420940540755	Infected_vs_Non_Infected
ENSMUSG00000005580	Adcy9	0.007175913569794876	0.9903393021131505	0.9529756258099022	Infected_vs_Non_Infected
ENSMUSG00000005583	Mef2c	0.5972435810810638	0.571096983798182	0.02336374102781828	Infected_vs_Non_Infected
ENSMUSG00000005609	Ctr9	-0.12093450002712333	0.5035551487995699	0.13719061936332658	Infected_vs_Non_Infected
ENSMUSG00000005610	Eif4g2	0.039386960653200846	0.8729124572994054	0.6685243595366661	Infected_vs_Non_Infected
ENSMUSG00000005611	Mrvi1	0.3256850529296374	0.4440841632862693	0.04361471221518973	Infected_vs_Non_Infected
ENSMUSG00000005615	Pcyt1a	-0.036725952171864626	0.9035823495512162	0.6964863669389942	Infected_vs_Non_Infected
ENSMUSG00000005621	Zfp592	0.12146342425591207	0.4441551163883234	0.1465170563028881	Infected_vs_Non_Infected
ENSMUSG00000005625	Psmd4	-0.2648123386640706	0.023559705585093915	4.3372431882499713e-4	Infected_vs_Non_Infected
ENSMUSG00000005628	Tmod4	-1.6323800827830646e-4	1	0.9998883617340167	Infected_vs_Non_Infected
ENSMUSG00000005640	Insrr	0.47688248086948115	1	0.658099938105666	Infected_vs_Non_Infected
ENSMUSG00000005656	Snx6	-0.11207367217606687	0.8173745181233306	0.6328387900913424	Infected_vs_Non_Infected
ENSMUSG00000005667	Mthfd2	0.1024811279904231	0.8917163124830015	0.6870470660228218	Infected_vs_Non_Infected
ENSMUSG00000005672	Kit	0.39046518518574347	0.7211133943978261	0.1973327350468116	Infected_vs_Non_Infected
ENSMUSG00000005674	Tomm40l	-0.19817481816325205	0.33033767905130795	0.04878502471946929	Infected_vs_Non_Infected
ENSMUSG00000005677	Nr1i3	1.0977474087650716	1	0.44095797949220766	Infected_vs_Non_Infected
ENSMUSG00000005681	Apoa2	-1.5847480546402508	1	0.10686154145504614	Infected_vs_Non_Infected
ENSMUSG00000005682	Pan2	0.040215959455143065	1	0.7828379663582985	Infected_vs_Non_Infected
ENSMUSG00000005683	Cs	-0.17062095133010782	0.5892293798902153	0.19387726419267598	Infected_vs_Non_Infected
ENSMUSG00000005686	Ampd3	-0.01393077738359075	1	0.9233853404049258	Infected_vs_Non_Infected
ENSMUSG00000005687	Bcas2	-0.08718446390942758	0.706112541842858	0.3090463755373532	Infected_vs_Non_Infected
ENSMUSG00000005696	Sh2d1a	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000005698	Ctcf	-0.03994767747328538	0.880135462432089	0.692291828553879	Infected_vs_Non_Infected
ENSMUSG00000005699	Pard6a	0.036292938142715336	1	0.935061181927726	Infected_vs_Non_Infected
ENSMUSG00000005718	Tfap4	0.16785285277844014	1	0.6632182774021598	Infected_vs_Non_Infected
ENSMUSG00000005732	Ranbp1	0.1935147156781146	0.6887655210324906	0.261527305921268	Infected_vs_Non_Infected
ENSMUSG00000005763	Cd247	-0.14074256280382136	1	0.8775328269662978	Infected_vs_Non_Infected
ENSMUSG00000005774	Rfx5	0.47943806011122936	0.3091579649217604	0.014513476155708348	Infected_vs_Non_Infected
ENSMUSG00000005779	Psmb4	-0.3022759254760706	0.07027577349092054	0.0028865837123334026	Infected_vs_Non_Infected
ENSMUSG00000005800	Mmp8	2.2491070682040792	1	0.47923469594025053	Infected_vs_Non_Infected
ENSMUSG00000005802	Slc30a4	0.017907959429710376	0.8603563419197261	0.9105338122073372	Infected_vs_Non_Infected
ENSMUSG00000005803	Sqrdl	-0.25853954161353515	0.3927416613372445	0.07249131296236015	Infected_vs_Non_Infected
ENSMUSG00000005804	Bloc1s6	-0.11322818738032067	0.7211133943978261	0.3266582528332845	Infected_vs_Non_Infected
ENSMUSG00000005813	Metap1	-0.07534990721608786	0.9443292988659094	0.579080416990555	Infected_vs_Non_Infected
ENSMUSG00000005823	Gpr108	-0.11535808207394842	0.7252935165775457	0.3270335490603217	Infected_vs_Non_Infected
ENSMUSG00000005824	Tnfsf14	1.5542035451566174	1	0.4762803038172708	Infected_vs_Non_Infected
ENSMUSG00000005836	Gata6	-0.14405705864197638	0.5379783110566937	0.19814434194463007	Infected_vs_Non_Infected
ENSMUSG00000005846	Rsl1d1	0.07177721289653358	1	0.7077846890344277	Infected_vs_Non_Infected
ENSMUSG00000005871	Apc	-0.012424358713726047	0.98746803810474	0.8967201136829722	Infected_vs_Non_Infected
ENSMUSG00000005873	Reep5	-0.14714282121945163	0.6701526136680537	0.32312687623112923	Infected_vs_Non_Infected
ENSMUSG00000005881	Ergic3	-0.06888443925351091	0.7623644663035231	0.42554068633135117	Infected_vs_Non_Infected
ENSMUSG00000005882	Uqcc1	-0.025132141431148253	0.9743452108040067	0.8542604983936605	Infected_vs_Non_Infected
ENSMUSG00000005883	Spo11	0.76555733014075	1	0.8193696077051069	Infected_vs_Non_Infected
ENSMUSG00000005886	Ncoa2	0.027252814975563918	0.8694701957612927	0.8135087368896695	Infected_vs_Non_Infected
ENSMUSG00000005893	Nr2c2	-0.1316665822684242	0.5670654454535927	0.16781054592371342	Infected_vs_Non_Infected
ENSMUSG00000005897	Nr2c1	-0.19307877683896582	1	0.3151183769050642	Infected_vs_Non_Infected
ENSMUSG00000005899	Smpd4	0.4056842669333474	0.47042782193672594	0.030685516106735825	Infected_vs_Non_Infected
ENSMUSG00000005907	Pex1	0.12687291501003675	0.6058451764993527	0.21225639601962384	Infected_vs_Non_Infected
ENSMUSG00000005936	Kctd20	-0.02001137315904171	1	0.8754109092854572	Infected_vs_Non_Infected
ENSMUSG00000005947	Itgae	0.28159759465243406	1	0.6485857278143361	Infected_vs_Non_Infected
ENSMUSG00000005949	Ctns	0.02758378771004208	1	0.8599969224336124	Infected_vs_Non_Infected
ENSMUSG00000005950	P2rx5	-1.680645251553625	1	0.28654195174204067	Infected_vs_Non_Infected
ENSMUSG00000005951	Shpk	0.12643839410661617	1	0.5219627786733784	Infected_vs_Non_Infected
ENSMUSG00000005958	Ephb3	-0.2543213742380432	0.6694579970802375	0.2769178655070633	Infected_vs_Non_Infected
ENSMUSG00000005968	Tuft1	-0.20518520994827255	0.5040410535742761	0.11849700527962648	Infected_vs_Non_Infected
ENSMUSG00000005973	Rcn1	0.3599887888332043	0.7150561506730416	0.1638086155623335	Infected_vs_Non_Infected
ENSMUSG00000005980	Dnase1	0.76555733014075	1	0.8193696077051069	Infected_vs_Non_Infected
ENSMUSG00000005981	Trap1	0.11628259616149254	0.8287043664295176	0.4972382274717212	Infected_vs_Non_Infected
ENSMUSG00000005982	Naa60	-0.036129732363008794	0.8951256341742719	0.7133066112559711	Infected_vs_Non_Infected
ENSMUSG00000005983	1700037C18Rik	-0.14159059958835762	1	0.6957368440174427	Infected_vs_Non_Infected
ENSMUSG00000005986	Ankrd13d	-1.4924552254515198	1	0.1433203986948574	Infected_vs_Non_Infected
ENSMUSG00000006005	Tpr	0.17578134330907166	0.34642614450677556	0.05560030957272088	Infected_vs_Non_Infected
ENSMUSG00000006007	Pdc	-0.8967623836237273	1	0.33771767214730214	Infected_vs_Non_Infected
ENSMUSG00000006010	BC003331	0.12721500132027902	0.7330621947509114	0.341716149636648	Infected_vs_Non_Infected
ENSMUSG00000006014	Prg4	0.8805229349343732	1	0.581143778710483	Infected_vs_Non_Infected
ENSMUSG00000006019	Dhx34	0.04482200917766007	1	0.7997010644737494	Infected_vs_Non_Infected
ENSMUSG00000006021	Kptn	-0.07264014091289439	1	0.7878478706642748	Infected_vs_Non_Infected
ENSMUSG00000006024	Napa	-0.16434926852579856	0.5701016966562071	0.1916267950530384	Infected_vs_Non_Infected
ENSMUSG00000006050	Sra1	-0.2232082606304739	0.1792774018463009	0.012119409180289779	Infected_vs_Non_Infected
ENSMUSG00000006057	Atp5g1	-0.2563833006297384	0.4125877095661218	0.10013494042988809	Infected_vs_Non_Infected
ENSMUSG00000006058	Snf8	-0.24248511248512084	0.3737326249982624	0.06669895713675918	Infected_vs_Non_Infected
ENSMUSG00000006095	Tbcb	-0.06785273862181351	0.8240384934128183	0.49426750273966674	Infected_vs_Non_Infected
ENSMUSG00000006127	Inpp5k	0.12284190256042543	1	0.4612205579977644	Infected_vs_Non_Infected
ENSMUSG00000006134	Crkl	0.07607275980646412	0.9794400946131901	0.5203478760532232	Infected_vs_Non_Infected
ENSMUSG00000006143	Upk3bl	-1.109919378532694	1	0.7405881384782773	Infected_vs_Non_Infected
ENSMUSG00000006154	Eps8l1	-0.3853726955476751	0.27208093222321056	0.017480666508045885	Infected_vs_Non_Infected
ENSMUSG00000006169	Clint1	-0.06564393356998832	0.7857073588677451	0.5560648992348621	Infected_vs_Non_Infected
ENSMUSG00000006179	Prss16	-0.5101176897956304	1	0.8133659485701082	Infected_vs_Non_Infected
ENSMUSG00000006191	Cdkal1	0.26415802958956225	0.49471016752570407	0.057906201696711915	Infected_vs_Non_Infected
ENSMUSG00000006204	5430419D17Rik	-0.47824033788637715	1	0.6608101641287742	Infected_vs_Non_Infected
ENSMUSG00000006205	Htra1	0.1511420967073477	0.9502011179066921	0.309648056238564	Infected_vs_Non_Infected
ENSMUSG00000006215	Zbtb17	-0.24415080050402624	0.5620852674878895	0.1011665097327219	Infected_vs_Non_Infected
ENSMUSG00000006218	Fam131c	-0.24326947194711845	1	0.41129722289829124	Infected_vs_Non_Infected
ENSMUSG00000006219	Fblim1	-0.01206771864835064	0.9631098260050884	0.9273653516301377	Infected_vs_Non_Infected
ENSMUSG00000006221	Hspb7	1.1415457978066712	0.9152066830509472	0.03722006226346611	Infected_vs_Non_Infected
ENSMUSG00000006235	Epor	0.7917361286922759	1	0.528352724631735	Infected_vs_Non_Infected
ENSMUSG00000006241	Ccdc159	-0.8089774583332955	1	0.15001659078701102	Infected_vs_Non_Infected
ENSMUSG00000006262	Mob1b	-0.13918954013370455	0.3644068464344841	0.07486014191372671	Infected_vs_Non_Infected
ENSMUSG00000006269	Atp6v1b1	2.515615323142525	1	0.3106419455142098	Infected_vs_Non_Infected
ENSMUSG00000006273	Atp6v1b2	-0.1674919081728296	0.5054014452913795	0.12957040200584877	Infected_vs_Non_Infected
ENSMUSG00000006276	Eps15l1	-0.2674467797971754	0.2304107814056619	0.021242595856326995	Infected_vs_Non_Infected
ENSMUSG00000006281	Tep1	-0.01429286118042705	0.8686288268600589	0.9458253662468687	Infected_vs_Non_Infected
ENSMUSG00000006288	Ttc5	-0.21898137674448204	0.5972399681811452	0.0656590755047032	Infected_vs_Non_Infected
ENSMUSG00000006289	Osgep	0.010127442286110577	1	0.9438857884655835	Infected_vs_Non_Infected
ENSMUSG00000006299	Aamp	-0.2786563266807697	0.0470288565669572	0.001567363178572043	Infected_vs_Non_Infected
ENSMUSG00000006301	Tmbim1	-0.014975704341086943	0.8928179239882	0.9029216304748193	Infected_vs_Non_Infected
ENSMUSG00000006304	Arpc2	-0.09317843576062676	0.7622325883025407	0.3885436885484445	Infected_vs_Non_Infected
ENSMUSG00000006307	Kmt2b	-0.07957886439404926	0.745524093590368	0.39792254610379507	Infected_vs_Non_Infected
ENSMUSG00000006310	Zbtb32	-0.7133767175662082	1	0.3262044816134863	Infected_vs_Non_Infected
ENSMUSG00000006313	Upk1a	-0.9130364907781213	1	0.1707848619055006	Infected_vs_Non_Infected
ENSMUSG00000006315	Tmem147	-0.02563602585166458	1	0.9205093061387073	Infected_vs_Non_Infected
ENSMUSG00000006333	Rps9	-0.37788464261568444	0.034882584148320225	8.569755734590841e-4	Infected_vs_Non_Infected
ENSMUSG00000006335	Tfpt	-0.26705493947035863	0.7158987673687679	0.0902332898404307	Infected_vs_Non_Infected
ENSMUSG00000006342	Susd2	-0.20141984445878797	1	0.7708053907850678	Infected_vs_Non_Infected
ENSMUSG00000006344	Ggt5	0.2750081071634974	1	0.2602801361244952	Infected_vs_Non_Infected
ENSMUSG00000006345	Ggt1	0.5705951870851095	1	0.5939850769569011	Infected_vs_Non_Infected
ENSMUSG00000006356	Crip2	0.2575205951943111	1	0.23940971279034193	Infected_vs_Non_Infected
ENSMUSG00000006360	Crip1	-0.6209225142406574	0.3799572103309674	0.0673397541955567	Infected_vs_Non_Infected
ENSMUSG00000006362	Cbfa2t3	0.022499447996584366	1	0.907245500917334	Infected_vs_Non_Infected
ENSMUSG00000006369	Fbln1	-0.9367124643248977	0.3091579649217604	0.04707922699405874	Infected_vs_Non_Infected
ENSMUSG00000006373	Pgrmc1	-0.03057230309058147	0.9022132277207827	0.7579138822825254	Infected_vs_Non_Infected
ENSMUSG00000006378	Gcat	-0.07483996933793559	1	0.8250165106841234	Infected_vs_Non_Infected
ENSMUSG00000006386	Tek	0.17168675980119397	1	0.35795234093552425	Infected_vs_Non_Infected
ENSMUSG00000006389	Mpl	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000006390	Elovl1	-0.12597170624254406	0.6112441119120566	0.20380089910457136	Infected_vs_Non_Infected
ENSMUSG00000006392	Med8	-0.1288776168318481	0.44861310385211667	0.09969732756983503	Infected_vs_Non_Infected
ENSMUSG00000006395	Hyi	0.6623317026745849	1	0.15575021025213526	Infected_vs_Non_Infected
ENSMUSG00000006398	Cdc20	0.09590167619773354	1	0.8526881455066337	Infected_vs_Non_Infected
ENSMUSG00000006403	Adamts4	0.4273519696278607	0.6164890303099644	0.061787295252748814	Infected_vs_Non_Infected
ENSMUSG00000006411	Pvrl4	0.17281610886020254	1	0.3756685114559778	Infected_vs_Non_Infected
ENSMUSG00000006412	Pfdn2	0.17273643049097637	0.5762097978021994	0.18723300744243196	Infected_vs_Non_Infected
ENSMUSG00000006418	Rnf114	0.27737943192433095	0.4887988552922589	0.11414954144845212	Infected_vs_Non_Infected
ENSMUSG00000006423	C330007P06Rik	0.07501403292680674	0.8021425981515136	0.4469162242647581	Infected_vs_Non_Infected
ENSMUSG00000006435	Neurl1a	-0.44643329388044073	1	0.3658692599003603	Infected_vs_Non_Infected
ENSMUSG00000006442	Srm	-0.44068100825779827	0.8399409020490487	0.15540916469599053	Infected_vs_Non_Infected
ENSMUSG00000006445	Epha2	0.21900670693071844	0.666727058124213	0.2906160146893519	Infected_vs_Non_Infected
ENSMUSG00000006456	Rbm14	-0.3130429828115411	0.13790083471903838	0.008093642394891302	Infected_vs_Non_Infected
ENSMUSG00000006457	Actn3	0.33000260107325546	1	0.7854904119041657	Infected_vs_Non_Infected
ENSMUSG00000006462	A530013C23Rik	3.194439806806101	1	0.14139774047439727	Infected_vs_Non_Infected
ENSMUSG00000006463	Zdhhc24	0.3807150476257664	0.618422577378382	0.06282122069692321	Infected_vs_Non_Infected
ENSMUSG00000006464	Bbs1	-0.4941089184644024	0.8925957989292059	0.19215925261278208	Infected_vs_Non_Infected
ENSMUSG00000006469	Slc34a3	1.6500200193847363	1	0.6206073414974055	Infected_vs_Non_Infected
ENSMUSG00000006471	Ndor1	-0.005139780815113812	1	0.9675086252188478	Infected_vs_Non_Infected
ENSMUSG00000006476	Nsmf	-0.4054189648856239	0.47047917380268156	0.040444275981034415	Infected_vs_Non_Infected
ENSMUSG00000006494	Pdk1	-0.05298911945259752	0.7752200186102407	0.6378903406978778	Infected_vs_Non_Infected
ENSMUSG00000006498	Ptbp1	0.027927940610643888	0.9184681522652811	0.8132370465044164	Infected_vs_Non_Infected
ENSMUSG00000006517	Mvd	0.1931595277762752	1	0.33711720494585345	Infected_vs_Non_Infected
ENSMUSG00000006519	Cyba	0.02948203949296938	1	0.8740765688134822	Infected_vs_Non_Infected
ENSMUSG00000006522	Itih3	-1.6056107813176783	1	0.38243957474848483	Infected_vs_Non_Infected
ENSMUSG00000006526	Tmem110	0.06074077020809276	1	0.6480912445143385	Infected_vs_Non_Infected
ENSMUSG00000006527	Sfmbt1	0.14838394152829953	1	0.47967427024909515	Infected_vs_Non_Infected
ENSMUSG00000006529	Itih1	1.382105942510245	1	0.5979104010625068	Infected_vs_Non_Infected
ENSMUSG00000006538	Ihh	-0.10553619292091189	0.6999540079352303	0.3245643979677143	Infected_vs_Non_Infected
ENSMUSG00000006542	Prkag3	-1.109919378532694	1	0.7405881384782773	Infected_vs_Non_Infected
ENSMUSG00000006567	Atp7b	0.30626182339932506	0.8460288721326009	0.27916715235737816	Infected_vs_Non_Infected
ENSMUSG00000006574	Slc4a1	-1.5771035984141701	1	0.43217960433350766	Infected_vs_Non_Infected
ENSMUSG00000006575	Rundc3a	0.14845816869663217	1	0.7418475879371109	Infected_vs_Non_Infected
ENSMUSG00000006576	Slc4a3	0.9951768500079141	1	0.04222427807850638	Infected_vs_Non_Infected
ENSMUSG00000006585	Cdt1	-0.019258567615701265	1	0.9318911837869364	Infected_vs_Non_Infected
ENSMUSG00000006586	Runx1t1	0.10979887395094219	1	0.779939856755663	Infected_vs_Non_Infected
ENSMUSG00000006587	Snai3	0.912650016830885	1	0.053304074411612085	Infected_vs_Non_Infected
ENSMUSG00000006589	Aprt	-0.2960139194472133	0.4294329864560419	0.09031497762240194	Infected_vs_Non_Infected
ENSMUSG00000006599	Gtf2h1	-0.04552775076248528	0.8651335022971923	0.6475988273083664	Infected_vs_Non_Infected
ENSMUSG00000006611	Hfe	0.14611198920010313	1	0.5275156560191052	Infected_vs_Non_Infected
ENSMUSG00000006638	Abhd1	-0.3787542250016053	1	0.3484931786378965	Infected_vs_Non_Infected
ENSMUSG00000006641	Slc5a6	0.17818341520995581	1	0.5712431310516999	Infected_vs_Non_Infected
ENSMUSG00000006642	Tcf23	-0.43556176740503494	0.13681062765642707	0.009774973584509692	Infected_vs_Non_Infected
ENSMUSG00000006651	Aplp1	-0.3790909876828612	0.8779024416205164	0.20585342850406008	Infected_vs_Non_Infected
ENSMUSG00000006673	Qrich1	0.03477155533265952	0.8356354602826724	0.6860880447949356	Infected_vs_Non_Infected
ENSMUSG00000006675	P4htm	-0.611313541657792	1	0.24150524086392747	Infected_vs_Non_Infected
ENSMUSG00000006676	Usp19	-0.09474101015400153	0.6319471160008858	0.29731735158993156	Infected_vs_Non_Infected
ENSMUSG00000006678	Pola1	0.29220907459002293	1	0.4154707835867293	Infected_vs_Non_Infected
ENSMUSG00000006699	Cdc42	-0.2631258892072799	0.18921212148687783	0.01840729281815236	Infected_vs_Non_Infected
ENSMUSG00000006705	Pknox1	-0.1487747689006443	0.9755696773497169	0.24258185837985694	Infected_vs_Non_Infected
ENSMUSG00000006711	D130043K22Rik	-0.3230335159021639	1	0.43519013899598824	Infected_vs_Non_Infected
ENSMUSG00000006715	Gmnn	-0.006919563388008317	1	0.9676274443972642	Infected_vs_Non_Infected
ENSMUSG00000006717	Acot13	-0.2591930971455639	0.31040719062790034	0.04400689974633302	Infected_vs_Non_Infected
ENSMUSG00000006720	Zfp184	0.2686084636586856	1	0.7119864695481949	Infected_vs_Non_Infected
ENSMUSG00000006724	Cyp27b1	0.5194685439659652	1	0.7936914405364108	Infected_vs_Non_Infected
ENSMUSG00000006728	Cdk4	0.09566731479622369	1	0.6800310724122508	Infected_vs_Non_Infected
ENSMUSG00000006731	B4galnt1	0.047190435326096174	0.9361614853147096	0.7885495314065326	Infected_vs_Non_Infected
ENSMUSG00000006732	Mettl1	0.43442347194987385	1	0.26671088998431225	Infected_vs_Non_Infected
ENSMUSG00000006736	Tspan31	-0.021763971294587896	0.8283650301438281	0.8058259159233219	Infected_vs_Non_Infected
ENSMUSG00000006740	Kif5b	0.014636693020044987	0.9368849722117175	0.8631119553185764	Infected_vs_Non_Infected
ENSMUSG00000006763	Saal1	-0.17757009121954162	0.9653656440784014	0.40010639236129797	Infected_vs_Non_Infected
ENSMUSG00000006777	Krt23	-0.012883449246376561	0.8920629092085892	0.8657380682199026	Infected_vs_Non_Infected
ENSMUSG00000006782	Cnp	0.4905063510576456	0.4087014343962785	0.03569296409598228	Infected_vs_Non_Infected
ENSMUSG00000006784	Ttc25	0.2944538379781881	1	0.7083648683183634	Infected_vs_Non_Infected
ENSMUSG00000006800	Sulf2	-0.1010935207474528	0.8246389707341947	0.6025653115217373	Infected_vs_Non_Infected
ENSMUSG00000006818	Sod2	-0.0995934921501538	0.7516411021805486	0.4843851290014768	Infected_vs_Non_Infected
ENSMUSG00000006850	Tmco6	0.050371645723200145	1	0.8414187953939128	Infected_vs_Non_Infected
ENSMUSG00000006906	Stambp	-0.16849906188739802	0.5199985151249267	0.15137218763098198	Infected_vs_Non_Infected
ENSMUSG00000006920	Ezh1	-0.053305922409765005	0.9011617951348819	0.7279637830392496	Infected_vs_Non_Infected
ENSMUSG00000006930	Hap1	0.1401473572692199	1	0.7666194408425108	Infected_vs_Non_Infected
ENSMUSG00000006931	P3h4	-0.013712368908339602	1	0.9630038695593116	Infected_vs_Non_Infected
ENSMUSG00000006932	Ctnnb1	-0.21296833155803857	0.4087014343962785	0.08016342752217313	Infected_vs_Non_Infected
ENSMUSG00000006941	Eif1b	-0.09465780361420639	1	0.49863754994318626	Infected_vs_Non_Infected
ENSMUSG00000006958	Chrd	1.934984746718375	1	0.3536639847524809	Infected_vs_Non_Infected
ENSMUSG00000006998	Psmd2	0.01720314078080032	0.8686288268600589	0.8098919949704466	Infected_vs_Non_Infected
ENSMUSG00000007021	Syngr3	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000007029	Vars	0.21303238453481438	0.6417969140459578	0.24549363478635972	Infected_vs_Non_Infected
ENSMUSG00000007030	Vwa7	-0.13155022813303854	1	0.6648667263648841	Infected_vs_Non_Infected
ENSMUSG00000007033	Hspa1l	-0.31735345757143896	1	0.5523941970956945	Infected_vs_Non_Infected
ENSMUSG00000007034	Slc44a4	-0.09080136594399417	0.7543434527399395	0.5067611571768005	Infected_vs_Non_Infected
ENSMUSG00000007035	Msh5	0.1601457308428266	1	0.6606959631461886	Infected_vs_Non_Infected
ENSMUSG00000007036	Abhd16a	-0.04986845713561112	0.9064305101793211	0.6971528781502565	Infected_vs_Non_Infected
ENSMUSG00000007038	Neu1	-0.17141296394275649	0.6678104624998754	0.2580707752148865	Infected_vs_Non_Infected
ENSMUSG00000007039	Ddah2	0.48191225814150646	1	0.24945386637100803	Infected_vs_Non_Infected
ENSMUSG00000007041	Clic1	-0.20015193641171253	0.5597957388543733	0.21867718283323676	Infected_vs_Non_Infected
ENSMUSG00000007050	Lsm2	0.35792779465913993	0.9309653202266442	0.13813270378264933	Infected_vs_Non_Infected
ENSMUSG00000007080	Pole	0.32705907763690434	1	0.48938523484938584	Infected_vs_Non_Infected
ENSMUSG00000007097	Atp1a2	0.5561754240729884	0.6874252283694647	0.038396357185601596	Infected_vs_Non_Infected
ENSMUSG00000007207	Stx1a	0.36059044081339997	1	0.6337708467707275	Infected_vs_Non_Infected
ENSMUSG00000007209	Ceacam9	-0.09618435145798863	1	0.8930506191702559	Infected_vs_Non_Infected
ENSMUSG00000007216	Zfp775	0.2888168298055782	1	0.6072283828771126	Infected_vs_Non_Infected
ENSMUSG00000007279	Scube2	-0.05169816718778362	1	0.9649025772934499	Infected_vs_Non_Infected
ENSMUSG00000007338	Mrpl49	-0.1001924018504568	1	0.5406235725414774	Infected_vs_Non_Infected
ENSMUSG00000007379	Dennd2c	-0.0065263235927651144	1	0.9734743243148856	Infected_vs_Non_Infected
ENSMUSG00000007411	Mark3	0.019123225613324007	0.9686405201432228	0.8435819878955584	Infected_vs_Non_Infected
ENSMUSG00000007415	Gatad1	-0.11858818882962449	0.6917208409742079	0.2902564795646829	Infected_vs_Non_Infected
ENSMUSG00000007440	Pcdha11	-1.9751727667056813	1	0.5299831757221383	Infected_vs_Non_Infected
ENSMUSG00000007458	M6pr	0.03870753390170815	0.8322899083430847	0.6732522983548079	Infected_vs_Non_Infected
